activityId;workerId;date;companyName;establishmentName;numberOfRuptures;numberProductsOutStorage;numberProductsOutShelf;rateRuptures;rateOutStorage;mixSize;duration;numberOfPictures;averageRating;marker
ObjectId(5e057ae7eff564000255998b);5deeb375c3d5ab000280001d;03/01/2020;MOINHO DO NORDESTE;Condor -  Paranaguá - Centro;1;1;1;0.33;0.33;3;13.0;4;4;0
ObjectId(5e057aebeff564000255999a);5d669adf3a6c7e0002b841f0;03/01/2020;MOINHO DO NORDESTE;Condor -  Londrina;0;0;0;0.0;0.0;3;19.0;6;4;0
ObjectId(5e06cc57d45d7a00024381f8);5dd03193d974f4000213e579;04/01/2020;MOINHO DO NORDESTE;Condor - São José dos Pinhais - Rua Joinville;0;0;0;0.0;0.0;3;51.0;4;5;0
ObjectId(5e06cc589eafbf000298a347);5d9f9b05d33d2000021b6a1b;04/01/2020;MOINHO DO NORDESTE;Condor - São José dos Pinhais - Centro;1;1;1;0.33;0.33;3;20.0;8;5;0
ObjectId(5e06cc5a525fda00023ee8f3);5dd55e22d49b8e0002893a62;04/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Nova Rússia;0;1;0;0.0;0.33;3;16.0;4;5;0
ObjectId(5e06cc5b525fda00023ee8f8);5dd55e22d49b8e0002893a62;04/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Jd. Carvalho;0;1;0;0.0;0.33;3;53.0;6;4;0
ObjectId(5e06cc5cc211c30002b118e1);5dd55e22d49b8e0002893a62;04/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Centro;2;3;2;0.67;1.0;3;7.0;6;5;0
ObjectId(5e06cc5d525fda00023ee8fd);5dbf4c6abdda6a0002b68276;04/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Iraí;1;2;1;0.33;0.67;3;18.0;3;5;0
ObjectId(5e06cc5d5e193700021842e4);5dbf4c6abdda6a0002b68276;04/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Jacob Macanhan;0;2;1;0.0;0.67;3;21.0;4;5;0
ObjectId(5e06cc5e55ba14000218d9ff);5cfd561517937800023253fe;04/01/2020;MOINHO DO NORDESTE;Condor - Fazenda Rio Grande;0;0;0;0.0;0.0;3;57.0;6;5;0
ObjectId(5e06cc5f525fda00023ee902);5dbf4c6abdda6a0002b68276;04/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Torres;0;0;3;0.0;0.0;3;8.0;4;4;0
ObjectId(5e06cc5f9eafbf000298a351);5d9f9b05d33d2000021b6a1b;04/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;3;6.0;8;5;0
ObjectId(5e06cc659eafbf000298a356);5d9f9b05d33d2000021b6a1b;04/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Umbará;0;3;0;0.0;1.0;3;13.0;7;4;0
ObjectId(5e06cc695e9e780002d72bbd);5d1b8973b204600002a2b3c0;04/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - São Braz;1;1;1;0.33;0.33;3;;7;5;0
ObjectId(5e06cc6ee721060002a99892);5d1574b198473f0002f113bc;04/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Felicidade;0;3;0;0.0;1.0;3;143.0;4;3;0
ObjectId(5e06cc6f525fda00023ee907);5e0147bd87e3f10002390449;04/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Cândida;0;0;0;0.0;0.0;3;24.0;6;4;0
ObjectId(5e06cc75d45d7a0002438243);5d1eb0ac05834f0002a6f85f;04/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Marechal;0;1;0;0.0;0.33;3;21.0;6;3;0
ObjectId(5e06cc75d45d7a0002438248);5dffe7a0c835730002398fa6;04/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - João Bettega;0;0;1;0.0;0.0;3;43.0;10;5;0
ObjectId(5e06cc76525fda00023ee934);5e0147bd87e3f10002390449;04/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Nilo Peçanha;0;0;0;0.0;0.0;3;25.0;6;4;0
ObjectId(5e06cc78525fda00023ee93e);5d1eb0ac05834f0002a6f85f;04/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Brasília;0;0;0;0.0;0.0;3;43.0;6;5;0
ObjectId(5e06cc79525fda00023ee943);5d92a44ddaf60800023761b3;04/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Boa Vista;0;0;0;0.0;0.0;3;17.0;4;5;0
ObjectId(5e06cc7ad45d7a0002438261);5dbf4c6abdda6a0002b68276;04/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Cajuru;0;1;0;0.0;0.33;3;48.0;8;5;0
ObjectId(5e06cc7bc211c30002b1191d);5da8ff299fbc3f000268693e;04/01/2020;MOINHO DO NORDESTE;Condor - Colombo - Maracanã;0;1;0;0.0;0.33;3;33.0;6;4;0
ObjectId(5e06cc7cd45d7a000243826b);5dbc21b2e883f000021556ce;04/01/2020;MOINHO DO NORDESTE;Condor - Araucária - BR;1;1;1;0.33;0.33;3;138.0;6;5;0
ObjectId(5e06cc7dc211c30002b11922);5dec10bef3609700028887a4;04/01/2020;MOINHO DO NORDESTE;Condor -  Maringá  - Av. Paranà;0;0;0;0.0;0.0;3;8.0;4;5;0
ObjectId(5e06cc81c211c30002b11927);5ce897b9b9a066003474ac32;04/01/2020;MOINHO DO NORDESTE;Condor -  Paranaguá - Raia;0;0;0;0.0;0.0;3;41.0;4;5;0
ObjectId(5e06cc82525fda00023ee95c);5deeb375c3d5ab000280001d;04/01/2020;MOINHO DO NORDESTE;Condor -  Paranaguá - Centro;1;1;1;0.33;0.33;3;15.0;4;3;0
ObjectId(5e06cc849eafbf000298a38d);5d9f89dd18bb460002151a1f;04/01/2020;MOINHO DO NORDESTE;Condor -  Araucária - Bairro Costeira;0;1;0;0.0;0.33;3;265.0;4;4;0
ObjectId(5e06cc85c211c30002b11931);5d0983ec6045c10002f8d5f6;04/01/2020;MOINHO DO NORDESTE;Condor -  Campo Largo - Loteamento São José;0;1;0;0.0;0.33;3;73.0;4;3;0
ObjectId(5e0c1256862c5700023a4f42);5de71d91c46ae70002e5e4eb;08/01/2020;MOINHO DO NORDESTE;Condor - São José dos Pinhais - Rua Joinville;0;2;0;0.0;0.67;3;39.0;17;5;0
ObjectId(5e0c1272b859b90002cdab84);5d137415548651000251a699;08/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Uvaranas;0;0;0;0.0;0.0;3;48.0;6;4;0
ObjectId(5e0c127606805300024486f6);5dfa6d413add2d00027d7ecd;08/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Centro;1;1;1;0.33;0.33;3;16.0;4;5;0
ObjectId(5e0c127898f3730002745c4a);5d1d3f4a382ec300021c0d56;08/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Iraí;1;2;1;0.33;0.67;3;19.0;8;5;0
ObjectId(5e0c127a0680530002448705);5d1d3f4a382ec300021c0d56;08/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Torres;1;1;1;0.33;0.33;3;37.0;8;4;0
ObjectId(5e0c127d38e0f90002c5fefb);5e0810beaeadc20002c3ede8;08/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - São Braz;0;0;0;0.0;0.0;3;60.0;5;4;0
ObjectId(5e0c127e0680530002448714);5e0147bd87e3f10002390449;08/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Cândida;0;0;0;0.0;0.0;3;20.0;6;3;0
ObjectId(5e0c127e7509180002c4f466);5df52cea512e9100022dcd7b;08/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Felicidade;1;2;1;0.33;0.67;3;71.0;6;5;0
ObjectId(5e0c127f7509180002c4f46b);5dc316d4455d6a0002dfab27;08/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Quitéria;0;1;0;0.0;0.33;3;50.0;8;5;0
ObjectId(5e0c128198f3730002745c59);5db0ed3108a9ce00021639c6;08/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Novo Mundo;0;1;0;0.0;0.33;3;86.0;6;5;0
ObjectId(5e0c1282068053000244871e);5dcd1e4497f3a60002d3bcff;08/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Marechal;0;1;0;0.0;0.33;3;30.0;6;5;0
ObjectId(5e0c128398f3730002745c5e);5dffe7a0c835730002398fa6;08/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - João Bettega;0;1;0;0.0;0.33;3;21.0;7;5;0
ObjectId(5e0c12844719ed000267b10f);5dc316d4455d6a0002dfab27;08/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Nilo Peçanha;0;2;0;0.0;0.67;3;25.0;6;5;0
ObjectId(5e0c12850680530002448723);5dfd21e82954a70002cd4155;08/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Cristo Rei;1;1;1;0.33;0.33;3;24.0;16;5;0
ObjectId(5e0c128998f3730002745c68);5e0147bd87e3f10002390449;08/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Boa Vista;0;2;0;0.0;0.67;3;21.0;6;5;0
ObjectId(5e0eb5706a87df0002ea1eda);5d8b89ff96251600029c5566;10/01/2020;MOINHO DO NORDESTE;Condor -  Londrina;0;0;0;0.0;0.0;3;;6;5;0
ObjectId(5e1006ed6a98490002508ea8);5dc565dcf11fd30002472120;11/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Campo Comprido;2;2;3;0.67;0.67;3;12.0;8;3;0
ObjectId(5e1006eefbdd0e000259df59);5de71d91c46ae70002e5e4eb;11/01/2020;MOINHO DO NORDESTE;Condor - São José dos Pinhais - Rua Joinville;0;2;0;0.0;0.67;3;36.0;19;5;0
ObjectId(5e1006f5fbdd0e000259df68);5dd55e22d49b8e0002893a62;11/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Centro;1;1;1;0.33;0.33;3;9.0;6;5;0
ObjectId(5e1006f62f9b7b0002436d28);5d1d3f4a382ec300021c0d56;11/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Jacob Macanhan;2;3;0;0.67;1.0;3;11.0;8;4;0
ObjectId(5e1006f7753b2d00022422b2);5d1d3f4a382ec300021c0d56;11/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Iraí;1;2;0;0.33;0.67;3;24.0;8;4;0
ObjectId(5e1006f9753b2d00022422b7);5de93585fbdfee0002c7bb24;11/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Torres;0;3;0;0.0;1.0;3;14.0;2;3;0
ObjectId(5e1006fa2f9b7b0002436d2d);5de3d6c048d3f900024ea7e3;11/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;3;59.0;6;5;0
ObjectId(5e1006fbfbdd0e000259df75);5db0ed3108a9ce00021639c6;11/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Umbará;0;3;0;0.0;1.0;3;24.0;4;5;0
ObjectId(5e1006fc2f9b7b0002436d32);5db0ed3108a9ce00021639c6;11/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Sítio Cercado;2;2;2;0.67;0.67;3;19.0;4;4;0
ObjectId(5e1006fd2f9b7b0002436d37);5df52cea512e9100022dcd7b;11/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Felicidade;0;2;0;0.0;0.67;3;33.0;10;4;0
ObjectId(5e1006ff753b2d00022422c7);5de93585fbdfee0002c7bb24;11/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Quitéria;1;3;1;0.33;1.0;3;10.0;4;5;0
ObjectId(5e1007062f9b7b0002436d4e);5de3d6c048d3f900024ea7e3;11/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Brasília;0;1;0;0.0;0.33;3;64.0;8;5;0
ObjectId(5e10070b2f9b7b0002436d58);5dfc41c60c86380002cc5e8b;11/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Ahú;2;2;2;0.67;0.67;3;35.0;4;4;0
ObjectId(5e10070e753b2d00022422ea);5dbc21b2e883f000021556ce;11/01/2020;MOINHO DO NORDESTE;Condor - Araucária - BR;0;0;0;0.0;0.0;3;37.0;4;4;0
ObjectId(5e1007102f9b7b0002436d5d);5da71b107fb7170002ad6e33;11/01/2020;MOINHO DO NORDESTE;Condor - Campo Largo - Centro;2;2;3;0.67;0.67;3;14.0;4;5;0
ObjectId(5e1007158b36bf00028c3979);5dea5a8b495b9d000273b486;11/01/2020;MOINHO DO NORDESTE;Condor - Almirante Tamandaré - Alto Pinheiros;0;0;0;0.0;0.0;3;17.0;8;3;0
ObjectId(5e154cfc2632fe0002c89568);5de2999e585cc6000210ad6c;15/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Uvaranas;0;0;0;0.0;0.0;3;67.0;6;5;0
ObjectId(5e154cfea527490002634393);5e076de374d8df0002d03163;15/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Nova Rússia;0;0;0;0.0;0.0;3;36.0;6;5;0
ObjectId(5e154d00d1562400022669e8);5e076de374d8df0002d03163;15/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Centro;1;1;1;0.33;0.33;3;22.0;4;5;0
ObjectId(5e154d01d1562400022669ed);5dcd1e4497f3a60002d3bcff;15/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Jacob Macanhan;0;2;1;0.0;0.67;3;14.0;6;3;0
ObjectId(5e154d03d1562400022669f2);5dcd1e4497f3a60002d3bcff;15/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Iraí;0;1;0;0.0;0.33;3;27.0;6;4;0
ObjectId(5e154d043a5dec0002809336);5cfd561517937800023253fe;15/01/2020;MOINHO DO NORDESTE;Condor - Fazenda Rio Grande;0;0;0;0.0;0.0;3;27.0;10;5;0
ObjectId(5e154d0510dcc600023213a6);5d16487bb67b2200027fd0b0;15/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Torres;1;1;1;0.33;0.33;3;32.0;4;3;0
ObjectId(5e154d05f5f73c000263259f);5cc764c5e3cc6f00387529f3;15/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;3;25.0;8;5;0
ObjectId(5e154d08eca21f0002976696);5cc86453bc41910038188d7a;15/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - São Braz;0;1;0;0.0;0.33;3;59.0;8;5;0
ObjectId(5e154d0bf5f73c00026325b1);5de3d6c048d3f900024ea7e3;15/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Pinheirinho;0;1;0;0.0;0.33;3;48.0;5;4;0
ObjectId(5e154d0c6f24010002447b7f);5de3d6c048d3f900024ea7e3;15/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Novo Mundo;0;1;0;0.0;0.33;3;60.0;6;5;0
ObjectId(5e154d1c3a5dec0002809357);5ce9c746b9a0660034769abd;15/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Cajuru;0;3;0;0.0;1.0;3;46.0;3;5;0
ObjectId(5e154d1eeca21f00029766a1);5d92a44ddaf60800023761b3;15/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Ahú;2;2;2;0.67;0.67;3;15.0;4;4;0
ObjectId(5e17f008a1d2a800025981e5);5ce9c746b9a0660034769abd;17/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Iraí;0;2;0;0.0;0.67;3;56.0;4;5;0
ObjectId(5e19414fccfc3f0002823b23);5dd5254933d62b000238addf;18/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Campo Comprido;0;2;0;0.0;0.67;3;66.0;4;3;0
ObjectId(5e19416f63fc1c00024e8b94);5d1d3f4a382ec300021c0d56;18/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Jacob Macanhan;1;2;0;0.33;0.67;3;34.0;8;3;0
ObjectId(5e1941720536bf0002dc7842);5dbf4c6abdda6a0002b68276;18/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Torres;0;0;0;0.0;0.0;3;8.0;4;3;0
ObjectId(5e194177ccfc3f0002823b61);5dd5254933d62b000238addf;18/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Quitéria;0;2;0;0.0;0.67;3;20.0;4;4;0
ObjectId(5e19417f7a81e4000275df7e);5df0f157585efe000206b2ef;18/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Cajuru;0;2;0;0.0;0.67;3;25.0;8;3;0
ObjectId(5e194180df77ff00026b6393);5e0147bd87e3f10002390449;18/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Ahú;2;2;2;0.67;0.67;3;29.0;3;3;0
ObjectId(5e1941817a81e4000275df83);5d1574b198473f0002f113bc;18/01/2020;MOINHO DO NORDESTE;Condor - Araucária - BR;1;1;1;0.33;0.33;3;10.0;6;5;0
ObjectId(5e194183ccfc3f0002823b7d);5d0983ec6045c10002f8d5f6;18/01/2020;MOINHO DO NORDESTE;Condor - Campo Largo - Centro;1;2;0;0.33;0.67;3;54.0;4;3;0
ObjectId(5e194184df77ff00026b639d);5dec10bef3609700028887a4;18/01/2020;MOINHO DO NORDESTE;Condor -  Maringá - Av. Colombo;0;0;0;0.0;0.0;3;8.0;6;3;0
ObjectId(5e1941857a81e4000275df88);5d669adf3a6c7e0002b841f0;18/01/2020;MOINHO DO NORDESTE;Condor -  Londrina;0;0;0;0.0;0.0;3;20.0;6;4;0
ObjectId(5e1e874914c9e700025cae5b);5de71d91c46ae70002e5e4eb;22/01/2020;MOINHO DO NORDESTE;Condor - São José dos Pinhais - Rua Joinville;0;0;0;0.0;0.0;3;21.0;9;4;0
ObjectId(5e1e8757131c0e0002fa5913);5dfa6d413add2d00027d7ecd;22/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Uvaranas;0;0;1;0.0;0.0;3;36.0;4;5;0
ObjectId(5e1e8770077e11000239bc50);5dfa6d413add2d00027d7ecd;22/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Nova Rússia;0;1;0;0.0;0.33;3;26.0;3;4;0
ObjectId(5e1e87722026010002bf6e4a);5dfa6d413add2d00027d7ecd;22/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Centro;1;1;1;0.33;0.33;3;20.0;8;5;0
ObjectId(5e1e87732026010002bf6e4f);5dbf4c6abdda6a0002b68276;22/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Jacob Macanhan;1;3;1;0.33;1.0;3;16.0;4;4;0
ObjectId(5e1e87742026010002bf6e54);5dbf4c6abdda6a0002b68276;22/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Iraí;0;2;0;0.0;0.67;3;28.0;6;5;0
ObjectId(5e1e8775bba30800027d95f6);5de7a14fccd3f400029548b6;22/01/2020;MOINHO DO NORDESTE;Condor - Fazenda Rio Grande;0;0;0;0.0;0.0;3;37.0;6;4;0
ObjectId(5e1e87760ce02a0002ebb564);5d1fa4239445ca0002ad77d8;22/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Torres;0;1;0;0.0;0.33;3;31.0;4;5;0
ObjectId(5e1e8777ff306300025bff4f);5db0ed3108a9ce00021639c6;22/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Umbará;0;1;1;0.0;0.33;3;47.0;6;3;0
ObjectId(5e1e87782026010002bf6e6d);5de80dc97700080002b69ce9;22/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Sítio Cercado;0;2;1;0.0;0.67;3;16.0;8;5;0
ObjectId(5e1e877c0ce02a0002ebb582);5e0883c967dd340002954f11;22/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Quitéria;0;2;0;0.0;0.67;3;35.0;8;5;0
ObjectId(5e1e877d0ce02a0002ebb58a);5daa32561f47c700024aa1f6;22/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Novo Mundo;0;1;0;0.0;0.33;3;29.0;4;4;0
ObjectId(5e1e877e14c9e700025cae9a);5d1fa4239445ca0002ad77d8;22/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Marechal;0;0;0;0.0;0.0;3;20.0;4;5;0
ObjectId(5e1fd8e8776509000298e361);5dc7fe2a14a47c0002ed1745;23/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Campo Comprido;1;1;1;0.33;0.33;3;25.0;4;4;0
ObjectId(5e1fd8e9776509000298e366);5d1fa4239445ca0002ad77d8;23/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Derosso;0;3;0;0.0;1.0;3;14.0;3;5;0
ObjectId(5e1fd8e9776509000298e36b);5d1fa4239445ca0002ad77d8;23/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Wenceslau Braz;0;1;0;0.0;0.33;3;13.0;4;5;0
ObjectId(5e212a4dc211200002308ec5);5dfa6d413add2d00027d7ecd;24/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Uvaranas;0;0;0;0.0;0.0;3;27.0;8;5;0
ObjectId(5e212a57c211200002308eca);5e076de374d8df0002d03163;24/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Oficinas;0;0;0;0.0;0.0;3;21.0;4;4;0
ObjectId(5e227bd32b473f00021f6789);5de71d91c46ae70002e5e4eb;25/01/2020;MOINHO DO NORDESTE;Condor - São José dos Pinhais - Rua Joinville;0;0;0;0.0;0.0;3;32.0;10;4;0
ObjectId(5e227bd4d73ef500023dd82e);5de71d91c46ae70002e5e4eb;25/01/2020;MOINHO DO NORDESTE;Condor - São José dos Pinhais - Centro;0;0;0;0.0;0.0;3;23.0;11;4;0
ObjectId(5e227bdc0bbe7f000234f2c3);5dd55e22d49b8e0002893a62;25/01/2020;MOINHO DO NORDESTE;Condor - Ponta Grossa - Centro;1;1;1;0.33;0.33;3;25.0;8;5;0
ObjectId(5e227bde463eda0002a09c4d);5df263b83f471c0002d3f15c;25/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Iraí;0;1;1;0.0;0.33;3;33.0;6;5;0
ObjectId(5e227bde463eda0002a09c52);5cfd561517937800023253fe;25/01/2020;MOINHO DO NORDESTE;Condor - Fazenda Rio Grande;0;1;0;0.0;0.33;3;40.0;12;5;0
ObjectId(5e227bdf0bbe7f000234f2cd);5d1fa4239445ca0002ad77d8;25/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Torres;0;1;0;0.0;0.33;3;16.0;4;4;0
ObjectId(5e227be0459c120002514f3e);5dae5fa36b62590002a4cc91;25/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Água Verde;0;0;0;0.0;0.0;3;20.0;8;5;0
ObjectId(5e227be2be36830002b91b97);5d6a67e857564a000280bcd4;25/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Sítio Cercado;1;2;1;0.33;0.67;3;16.0;8;4;0
ObjectId(5e227be4be36830002b91ba6);5dea5a8b495b9d000273b486;25/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Cândida;0;0;0;0.0;0.0;3;30.0;4;5;0
ObjectId(5e227be52b473f00021f67a2);5dd5254933d62b000238addf;25/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Novo Mundo;0;1;0;0.0;0.33;3;67.0;8;5;0
ObjectId(5e227be9459c120002514f62);5d1f657ee97704000234ee22;25/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - João Bettega;0;2;0;0.0;0.67;3;48.0;8;5;0
ObjectId(5e227be9d73ef500023dd883);5dea5a8b495b9d000273b486;25/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Nilo Peçanha;0;1;0;0.0;0.33;3;44.0;4;5;0
ObjectId(5e227bea459c120002514f67);5dbf4c6abdda6a0002b68276;25/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Cristo Rei;0;0;0;0.0;0.0;3;15.0;6;5;0
ObjectId(5e227bec2b473f00021f67ac);5dea5a8b495b9d000273b486;25/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Boa Vista;1;2;1;0.33;0.67;3;28.0;4;5;0
ObjectId(5e227bedd73ef500023dd888);5dea5a8b495b9d000273b486;25/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Ahú;2;2;2;0.67;0.67;3;27.0;4;5;0
ObjectId(5e227befd73ef500023dd88d);5d0983ec6045c10002f8d5f6;25/01/2020;MOINHO DO NORDESTE;Condor - Campo Largo - Centro;0;1;0;0.0;0.33;3;28.0;8;3;0
ObjectId(5e227bf0be36830002b91bbf);5d533d9b82b97900027d9c93;25/01/2020;MOINHO DO NORDESTE;Condor -  Maringá - Av. Colombo;0;0;0;0.0;0.0;3;15.0;6;5;0
ObjectId(5e227bf1be36830002b91bc4);5ce897b9b9a066003474ac32;25/01/2020;MOINHO DO NORDESTE;Condor -  Paranaguá - Raia;0;2;0;0.0;0.67;3;39.0;4;5;0
ObjectId(5e227bf3d73ef500023dd897);5d0983ec6045c10002f8d5f6;25/01/2020;MOINHO DO NORDESTE;Condor -  Campo Largo - Loteamento São José;0;0;0;0.0;0.0;3;33.0;8;3;0
ObjectId(5e27c1f361f7c10002ab3f0b);5de3d6c048d3f900024ea7e3;29/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Água Verde;0;1;0;0.0;0.33;3;55.0;6;4;0
ObjectId(5e27c1f71b85e90002b79729);5de3d6c048d3f900024ea7e3;29/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Pinheirinho;0;2;0;0.0;0.67;3;57.0;6;4;0
ObjectId(5e27c1f81b85e90002b7972e);5de3d6c048d3f900024ea7e3;29/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - Novo Mundo;0;0;0;0.0;0.0;3;39.0;6;3;0
ObjectId(5e27c1fe4f1d890002b50b81);5dd5254933d62b000238addf;29/01/2020;MOINHO DO NORDESTE;Condor - Curitiba - João Bettega;0;1;0;0.0;0.33;3;81.0;8;5;0
ObjectId(5e27c20ef095ac0002b337b0);5d0983ec6045c10002f8d5f6;29/01/2020;MOINHO DO NORDESTE;Condor - Campo Largo - Centro;0;3;0;0.0;1.0;3;8.0;8;3;0
ObjectId(5e2a64f0422443000283be0e);5d1d3f4a382ec300021c0d56;31/01/2020;MOINHO DO NORDESTE;Condor - Pinhais - Av. Iraí;0;1;0;0.0;0.33;3;29.0;9;3;0
ObjectId(5e2bb674057bfb0002156f97);5e194db2dc31d10002717961;01/02/2020;MOINHO DO NORDESTE;Condor - Curitiba - Santa Cândida;0;0;0;0.0;0.0;3;81.0;12;5;0
ObjectId(5e2bb6774917d5000221bcbd);5d1fa4239445ca0002ad77d8;01/02/2020;MOINHO DO NORDESTE;Condor - Curitiba - Marechal;0;1;0;0.0;0.33;3;15.0;4;5;0
ObjectId(5e2bb67b8aabe60002b7b848);5de80dc97700080002b69ce9;01/02/2020;MOINHO DO NORDESTE;Condor - Curitiba - Boa Vista;1;1;1;0.33;0.33;3;36.0;4;5;0
ObjectId(5e30fc6846559500025028fe);5e0d24ce283cdf00027c2c5d;05/02/2020;MOINHO DO NORDESTE;Condor - Curitiba - Água Verde;0;1;0;0.0;0.33;3;18.0;10;3;0
ObjectId(5e30fc78bff23d00025a5450);5ce897b9b9a066003474ac32;05/02/2020;MOINHO DO NORDESTE;Condor -  Paranaguá - Raia;0;0;0;0.0;0.0;3;4.0;10;3;0
ObjectId(5e080c839c390b0002273561);5dd524c333d62b000238aa2a;02/01/2020;NOVA ALIANÇA;Condor -  Londrina;0;1;2;0.0;0.08;13;60.0;9;4;0
ObjectId(5e080c869c390b000227357a);5ce897b9b9a066003474ac32;02/01/2020;NOVA ALIANÇA;Condor -  Paranaguá - Raia;4;5;5;0.31;0.38;13;108.0;7;4;0
