activityId,date,workerId,companyName,establishmentName,numberOfRuptures,numberProductsOutStorage,numberProductsOutShelf,rateOfRuptures,rateOutStorage,mixSize,duration,numberOfPictures,averageRating,marker
5dbb1ac0160fda0002180a63,2019-11-01,5ce824e2992aaf0035e283dc,P&G,Mercadorama - Curitiba - General Osório,12,15,12,0.33,0.42,36,41.0,37,1.5,1
5dbb1add8321060002be0008,2019-11-01,5d5592f1908c800002a39c3f,P&G,Mercadorama - Curitiba - General Osório,20,25,21,0.71,0.89,28,95.0,26,1.5,1
5dbb1dd0fa2ddc00026c5f18,2019-11-01,5da86e5692bf6700027ab49a,P&G,Mercadorama - Curitiba - Bacacheri,2,40,2,0.05,1.0,40,17.0,37,1.5,1
5dbb1de99709f600024c83ee,2019-11-01,5d5592f1908c800002a39c3f,P&G,Mercadorama - Curitiba - Bacacheri,15,28,15,0.54,1.0,28,26.0,18,2.0,1
5dbb1e039709f600024c83f3,2019-11-01,5d55d5b2bb4e0f0002312e00,P&G,Mercadorama - Curitiba - Bacacheri,14,34,14,0.41,1.0,34,16.0,22,2.0,1
5dbb1e409709f600024c83f8,2019-11-01,,P&G,Mercadorama - Curitiba - Comendador Araújo,10,32,10,0.24,0.78,41,34.0,34,1.0,1
5dbb1ea89709f600024c8402,2019-11-01,,P&G,Mercadorama - Curitiba - Comendador Araújo,8,23,8,0.29,0.82,28,64.0,26,1.5,1
5dbb1ef8dcd2190002b43005,2019-11-01,,P&G,Mercadorama - Curitiba - Comendador Araújo,23,35,23,0.57,0.88,40,18.0,20,2.0,1
5dbb1f683a7d1a000291f7af,2019-11-01,5ce824e2992aaf0035e283dc,P&G,Mercadorama - Curitiba - XV de Novembro,20,21,20,0.5,0.53,40,31.0,40,1.0,1
5dbb2070160fda0002180d3d,2019-11-01,5d4ca3dd8584f200027201be,P&G,Mercadorama - Curitiba - Rebouças,5,0,0,0.12,0.0,43,,0,1.0,1
5dbb2095160fda0002180d47,2019-11-01,5d4ca3dd8584f200027201be,P&G,Mercadorama - Curitiba - Rebouças,12,33,12,0.36,1.0,33,50.0,20,1.5,1
5dbbb15aefa34400022fa8e1,2019-11-01,5d582abaec3abb0002e5f679,NOVA ALIANÇA,Super Muffato - Ponta Grossa - Nova Rússia,19,19,20,0.76,0.76,25,10.0,6,5.0,0
5dbc3f555e708d0002feba1a,2019-11-08,5d7ed1d9bfb86900025c06d7,HIDROCENTER,Big - Curitiba - Xaxim,5,0,0,0.33,0.0,15,19.0,4,4.5,0
5dbc8f02980ea6000244a4f5,2019-11-04,5d01cbc58884590002ddae37,P&G,Big - Curitiba - Xaxim,39,123,46,0.28,0.89,138,137.0,50,1.0,1
5dbc8f03980ea6000244a4fa,2019-11-05,5d01cbc58884590002ddae37,P&G,Big - Curitiba - Xaxim,28,123,33,0.2,0.89,138,106.0,52,1.0,1
5dbc8f04980ea6000244a4ff,2019-11-06,5d01cbc58884590002ddae37,P&G,Big - Curitiba - Xaxim,33,126,33,0.24,0.91,138,131.0,50,2.0,1
5dbc8f065587bf0002943152,2019-11-07,5d01cbc58884590002ddae37,P&G,Big - Curitiba - Xaxim,33,115,33,0.24,0.83,138,126.0,52,1.0,1
5dbe545ab4048d000276e7f7,2019-11-03,5cc86453bc41910038188d7a,RBR,Big - Curitiba - Arthur Bernardes,10,15,12,0.67,1.0,15,39.0,14,5.0,0
5dbfa5d12ee4a40002d4ac6d,2019-11-04,5cf955a7a5a53e0002640d8b,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,0,7,0,0.0,0.3,23,120.0,18,4.0,0
5dbfa5d42ee4a40002d4ac7c,2019-11-04,5d5592f1908c800002a39c3f,HIDROCENTER,Mercadorama - Curitiba - Batel,15,15,15,1.0,1.0,15,16.0,2,1.0,1
5dbfa5da2ee4a40002d4ac9a,2019-11-04,5cebc12eb9a0660034789ef4,RBR,Big - Curitiba - Av. Paraná,15,15,15,1.0,1.0,15,14.0,2,1.0,1
5dbfa5db2ee4a40002d4ac9f,2019-11-04,5d5592f1908c800002a39c3f,P&G,Mercadorama - Curitiba - XV de Novembro,17,27,18,0.61,0.96,28,41.0,14,2.0,1
5dbfa5e22ee4a40002d4acc7,2019-11-04,5d8bb4e5d056200002225904,VAPZA ALIMENTOS,Rio Verde - Colombo Centro,8,8,8,0.73,0.73,11,40.0,6,5.0,0
5dbfa5e32ee4a40002d4accc,2019-11-04,5cebc12eb9a0660034789ef4,VAPZA ALIMENTOS,Rio Verde - Guarani,6,11,6,0.55,1.0,11,9.0,6,5.0,0
5dc1d098e2aee70002d107bd,2019-11-07,5d7ed1d9bfb86900025c06d7,P&G,Dalpar - Novo Mundo,0,2,0,0.0,0.06,36,35.0,24,2.5,0
5dc1d0aee2aee70002d107c2,2019-11-07,5d7ed1d9bfb86900025c06d7,P&G,Dalpar - Novo Mundo,0,17,0,0.0,1.0,17,22.0,24,2.5,0
5dc1dd2bd7432f0002845aa8,2019-11-07,5dbc7318a569060002deb531,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,2,2,2,0.09,0.09,23,54.0,4,4.0,0
5dc1dd5d1bfb8200025fd0bc,2019-11-07,5cebc12eb9a0660034789ef4,VAPZA ALIMENTOS,Rio Verde - Guarani,6,11,6,0.55,1.0,11,10.0,6,5.0,0
5dc227c69586420002182f37,2019-11-08,5d16487bb67b2200027fd0b0,MR. CRUMS,Big - Curitiba - Av. das Torres,8,17,8,0.38,0.81,21,7.0,2,5.0,0
5dc227d49586420002182f4e,2019-11-08,5d5fbce49e62520002c27190,MR. CRUMS,Maxxi - Curitiba - Fazendinha,21,21,21,1.0,1.0,21,41.0,2,5.0,0
5dc227dd9586420002182f58,2019-11-08,5cebc12eb9a0660034789ef4,MR. CRUMS,Walmart - Curitiba - Juvevê,5,18,5,0.24,0.86,21,34.0,6,5.0,0
5dc227e09586420002182f5d,2019-11-08,5cebc12eb9a0660034789ef4,MR. CRUMS,Big - Curitiba - Av. Paraná,0,2,4,0.0,0.1,21,62.0,2,5.0,0
5dc227e89586420002182f67,2019-11-08,5d7ed1d9bfb86900025c06d7,MR. CRUMS,Big - Curitiba - Xaxim,6,0,0,0.29,0.0,21,9.0,2,4.0,0
5dc228111af5cc0002ddf04b,2019-11-08,5da5f89c3778a80002097293,P&G,Max Contemporânea Atacarejo - Araucária,2,44,2,0.04,0.81,54,82.0,74,1.5,1
5dc228159586420002182fa5,2019-11-08,5d557a20f880f500027c0405,MR. CRUMS,Big  - Foz do Iguaçu - Jardim Monjollo,8,18,10,0.38,0.86,21,43.0,2,5.0,0
5dc2281a9586420002182fad,2019-11-08,5d83cd00e813380002cc47f7,MR. CRUMS,Big - Londrina - Helena,6,4,7,0.29,0.19,21,10.0,8,3.0,0
5dc229471af5cc0002ddf0fe,2019-11-09,5d137415548651000251a699,NOVA ALIANÇA,Condor - Ponta Grossa - Centro,14,14,14,0.56,0.56,25,50.0,10,4.0,0
5dc229641af5cc0002ddf160,2019-11-09,5d582abaec3abb0002e5f679,NOVA ALIANÇA,Super Muffato - Ponta Grossa - Nova Rússia,18,16,19,0.72,0.64,25,15.0,4,5.0,0
5dc22a041399b2000225f154,2019-11-09,5dae645a554d5300020e450d,HIDROCENTER,Mercadorama - Curitiba - Batel,12,15,12,0.8,1.0,15,19.0,2,5.0,0
5dc332039bc787000226ad9e,2019-11-10,5db977134cd67d0002bba83b,TRINDADE MASSAS (CÂMARA FRIA),Max Atacadista - Pinhais,0,0,0,0.0,0.0,6,15.0,8,1.0,1
5dc3320c9bc787000226adb2,2019-11-10,5db977134cd67d0002bba83b,TRINDADE MASSAS (CÂMARA FRIA),Max Atacadista - São José dos Pinhais - Afonso Pena,0,0,0,0.0,0.0,6,60.0,6,1.0,1
5dc332169bc787000226adcc,2019-11-10,5db517e158b2540002dc74f2,P&G,Maxxi - Curitiba - Boqueirão,9,12,19,0.16,0.21,56,70.0,22,3.0,0
5dc3327a9e006400021438c7,2019-11-10,5ce92798b9a0660034752df0,HIDROCENTER,Big - Curitiba - Portão,10,13,10,0.67,0.87,15,20.0,4,1.0,1
5dc332e82752cb0002de38ec,2019-11-11,5d28e7901313480002c6bb94,MR. CRUMS,Big - Curitiba - Arthur Bernardes,0,0,0,0.0,0.0,21,16.0,6,5.0,0
5dc333002752cb0002de390f,2019-11-11,5db977134cd67d0002bba83b,MR. CRUMS,Big - Curitiba - Santa Felicidade,0,0,0,0.0,0.0,21,4.0,2,1.0,1
5dc3330bc85c5000028787b8,2019-11-11,5da86820f83c3300028dd090,MR. CRUMS,Big - Curitiba - Portão,9,9,9,0.43,0.43,21,31.0,6,3.0,0
5dc333158c2f4800024a95b2,2019-11-11,5dae5fa36b62590002a4cc91,MR. CRUMS,Mercadorama - Curitiba - Batel,11,16,14,0.52,0.76,21,87.0,6,5.0,0
5dc333258c2f4800024a95d5,2019-11-11,5d83cd00e813380002cc47f7,MR. CRUMS,Big - Londrina - Helena,0,0,0,0.0,0.0,21,,6,2.0,1
5dc333308c2f4800024a95ee,2019-11-11,5cc77920e3cc6f003875753a,RBR,Big - Curitiba - Torres,15,0,1,1.0,0.0,15,14.0,4,1.0,1
5dc3333e8c2f4800024a960c,2019-11-11,5dae5fa36b62590002a4cc91,HIDROCENTER,Mercadorama - Curitiba - Batel,11,14,11,0.73,0.93,15,42.0,6,5.0,0
5dc33341c85c5000028787cf,2019-11-11,5db977134cd67d0002bba83b,HIDROCENTER,Mercadorama - Curitiba - Batel,0,0,0,0.0,0.0,15,13.0,4,1.0,1
5dc3337cc85c500002878810,2019-11-12,5ce897b9b9a066003474ac32,NOVA ALIANÇA,Condor -  Paranaguá - Centro,16,22,16,0.64,0.88,25,44.0,14,5.0,0
5dc63d5dfe3d630002d1a0a0,2019-11-09,5cb4c40b8b6d0300388f42bc,MR. CRUMS,Big - Curitiba - Santa Felicidade,10,21,10,0.48,1.0,21,33.0,2,2.0,1
5dc78ecec942a0000242ee3d,2019-11-10,5ce824e2992aaf0035e283dc,VINHOS TERRAUSTRAL,Condor - Curitiba - Nilo Peçanha,3,3,4,0.13,0.13,23,18.0,10,4.0,0
5dc987101b671600024fe6f4,2019-11-14,5ce897b9b9a066003474ac32,NOVA ALIANÇA,Condor -  Paranaguá - Centro,5,7,5,0.38,0.54,13,65.0,6,5.0,0
5dc987131b671600024fe6f9,2019-11-14,5d214ecd3cc3870002993d43,NOVA ALIANÇA,Condor -  Maringá  - Av. Paranà,5,10,5,0.38,0.77,13,12.0,12,5.0,0
5dc9871b1b671600024fe708,2019-11-14,5dc1da1d25f9b30002e49721,NOVA ALIANÇA,Condor - Ponta Grossa - Uvaranas,4,11,4,0.31,0.85,13,84.0,2,1.0,1
5dc9873ac1c1a70002db0bc6,2019-11-14,5d89e8e1dcd22f0002496741,LOHN BIER,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,12,6.0,2,5.0,0
5dc9874cc1c1a70002db0be7,2019-11-14,5dae5fa36b62590002a4cc91,LOHN BIER,Big - Curitiba - Portão,4,11,4,0.33,0.92,12,46.0,8,5.0,0
5dc9880fc1c1a70002db0ca7,2019-11-15,5cc764c5e3cc6f00387529f3,MR. CRUMS,Big - Curitiba - Pinheirinho,5,17,6,0.24,0.81,21,10.0,2,5.0,0
5dc988294e22a100028d78e7,2019-11-15,5d1fa4239445ca0002ad77d8,MR. CRUMS,Big - Curitiba - Torres,8,15,11,0.38,0.71,21,47.0,2,5.0,0
5dc9882e4e22a100028d78f4,2019-11-15,5d1574b198473f0002f113bc,MR. CRUMS,Mercadorama - Curitiba - Batel,15,17,15,0.71,0.81,21,56.0,4,4.0,0
5dc98910ba0178000268176a,2019-11-16,5d669adf3a6c7e0002b841f0,NOVA ALIANÇA,Condor -  Londrina,6,13,6,0.46,1.0,13,8.0,6,4.0,0
5dc98997a402450002c8d525,2019-11-17,5da86820f83c3300028dd090,TRINDADE MASSAS (CÂMARA FRIA),Max Atacadista - São José dos Pinhais - Afonso Pena,0,4,0,0.0,0.67,6,46.0,4,1.0,1
5dc98a2dc1c1a70002db0ee5,2019-11-18,5d28e7901313480002c6bb94,MR. CRUMS,Big - Curitiba - Av. das Torres,0,0,0,0.0,0.0,21,32.0,6,5.0,0
5dc98a5c4e22a100028d7c33,2019-11-18,5cc764c5e3cc6f00387529f3,MR. CRUMS,Mercadorama - Curitiba - XV de Novembro,8,16,10,0.38,0.76,21,16.0,2,5.0,0
5dcbf3be955ac4000291552e,2019-11-14,5d1574b198473f0002f113bc,LATICÍNIOS HECKE,Big - Curitiba - Xaxim,2,3,2,0.67,1.0,3,5.0,4,4.0,0
5dcbf3c163e8eb000252bb29,2019-11-14,5d89e8e1dcd22f0002496741,LATICÍNIOS HECKE,Walmart - Curitiba - Jardim das Américas,2,0,0,0.67,0.0,3,18.0,2,2.5,0
5dcd9ef862a9dd0002813158,2019-11-19,5d90066411c9fd0002e7e431,MOINHO DO NORDESTE,Condor - Curitiba - Boa Vista,0,3,0,0.0,1.0,3,,4,5.0,0
5dcd9f6b62a9dd000281316f,2019-11-19,5d92a44ddaf60800023761b3,MOINHO DO NORDESTE,Condor - Almirante Tamandaré - Alto Pinheiros,0,2,0,0.0,0.67,3,19.0,6,4.5,0
5dcda0178efe4f0002a1ac79,2019-11-19,5d9f89dd18bb460002151a1f,MOINHO DO NORDESTE,Condor -  Araucária - Bairro Costeira,1,2,1,0.33,0.67,3,26.0,8,4.5,0
5dcda0a8cfeb630002008dc7,2019-11-18,5da71b107fb7170002ad6e33,MOINHO DO NORDESTE,Condor - Campo Largo - Centro,0,0,0,0.0,0.0,3,12.0,6,4.0,0
5dcda0aacfeb630002008ddb,2019-11-20,5da71b107fb7170002ad6e33,MOINHO DO NORDESTE,Condor - Campo Largo - Centro,0,0,0,0.0,0.0,3,12.0,6,2.0,1
5dcda116e1f7ba000246fd3f,2019-11-19,5daa32561f47c700024aa1f6,MOINHO DO NORDESTE,Condor - Curitiba - Pinheirinho,0,0,0,0.0,0.0,3,56.0,8,5.0,0
5dcda11715a8250002591a25,2019-11-21,5d62abd08e65c200021be3ef,MOINHO DO NORDESTE,Condor - Curitiba - Marechal,0,1,0,0.0,0.33,3,23.0,4,5.0,0
5dcda205ea263800024f5617,2019-11-20,5d582abaec3abb0002e5f679,MOINHO DO NORDESTE,Condor - Ponta Grossa - Nova Rússia,0,0,0,0.0,0.0,3,4.0,4,1.0,1
5dcda206ea263800024f5626,2019-11-21,5d00de0fcbf84200023d1f0e,MOINHO DO NORDESTE,Condor - Ponta Grossa - Nova Rússia,0,1,0,0.0,0.33,3,19.0,6,5.0,0
5dcda206ea263800024f5630,2019-11-21,5d137415548651000251a699,MOINHO DO NORDESTE,Condor - Ponta Grossa - Oficinas,0,0,0,0.0,0.0,3,18.0,6,3.0,0
5dcda2081fe5f70002cc633c,2019-11-18,5d137415548651000251a699,MOINHO DO NORDESTE,Condor - Ponta Grossa - Uvaranas,0,0,0,0.0,0.0,3,32.0,6,4.0,0
5dcda2091fe5f70002cc634b,2019-11-21,5d9490d3e200bb0002073e01,MOINHO DO NORDESTE,Condor - Ponta Grossa - Uvaranas,0,0,0,0.0,0.0,3,21.0,6,5.0,0
5dcda34fc4a26c00021a740a,2019-11-18,5ce897b9b9a066003474ac32,MOINHO DO NORDESTE,Condor -  Paranaguá - Raia,0,2,1,0.0,0.67,3,114.0,8,5.0,0
5dcda3507b6e8800028fc7ef,2019-11-20,5d2b478afee3f400023e27af,MOINHO DO NORDESTE,Condor -  Paranaguá - Centro,0,2,0,0.0,0.67,3,10.0,4,2.0,1
5dcda527df4a890002a1fe55,2019-11-19,5cf2d2b730c6300002c4c1a0,MOINHO DO NORDESTE,Condor - São José dos Pinhais - Centro,0,1,0,0.0,0.33,3,11.0,4,5.0,0
5dcda5fa4347e600022b624d,2019-11-19,5bda49454378d99c28e4e1b6,MOINHO DO NORDESTE,Condor - Curitiba - Santa Cândida,0,0,0,0.0,0.0,3,30.0,10,5.0,0
5dcda72caf14ac00028242fa,2019-11-19,5cf6c994a68a4d0002e06fdf,MOINHO DO NORDESTE,Condor - Curitiba - São Braz,2,2,2,0.67,0.67,3,10.0,4,4.5,0
5dcda8144347e600022b6570,2019-11-20,5ce883eab9a0660034747586,MOINHO DO NORDESTE,Condor - Curitiba - Cajuru,0,0,0,0.0,0.0,3,131.0,4,5.0,0
5dcda87e4347e600022b65f3,2019-11-20,5dcca9cec9e7620002bd2c97,MOINHO DO NORDESTE,Condor -  Apucarana,0,1,0,0.0,0.33,3,122.0,8,5.0,0
5dcda8da0c9a0d0002d15c48,2019-11-21,5d1b8973b204600002a2b3c0,MOINHO DO NORDESTE,Condor - Curitiba - Campo Comprido,1,1,1,0.33,0.33,3,20.0,4,5.0,0
5dd204a174a47b0002be8547,2019-11-18,5d16487bb67b2200027fd0b0,LOHN BIER,Big - Curitiba - Torres,11,12,11,0.92,1.0,12,42.0,2,5.0,0
5dd20597f1ca4700028e4a0a,2019-11-19,5d1b4c5886c7bb0002d46563,VINHOS TERRAUSTRAL,Condor - Araucária - BR,2,2,2,0.09,0.09,23,12.0,4,2.0,1
5dd205a0f1ca4700028e4a19,2019-11-19,5cbf7e97c988da0039803bfb,JAYFEX CONSULTING,Supermercados Curitiba - Caiuá,5,8,5,0.42,0.67,12,21.0,8,5.0,0
5dd205b9f1ca4700028e4a4a,2019-11-19,5ce897b9b9a066003474ac32,NOVA ALIANÇA,Condor -  Paranaguá - Raia,5,7,5,0.38,0.54,13,57.0,4,5.0,0
5dd205d3f1ca4700028e4a7a,2019-11-19,5dae08630e019c0002c520c6,RBR,Big - Curitiba - Portão,11,15,3,0.73,1.0,15,29.0,12,2.0,1
5dd2067f74a47b0002be866c,2019-11-20,5cee8f4cb9a066003480f049,TRINDADE MASSAS (CÂMARA FRIA),Mercado Santos - Santa Candida,10,22,10,0.43,0.96,23,24.0,4,1.0,1
5dd2068474a47b0002be8671,2019-11-20,5da5e33893e199000227b206,RBR,Big - Curitiba - Av. Paraná,0,0,0,0.0,0.0,15,,0,1.0,1
5dd2069674a47b0002be8693,2019-11-20,5d1574b198473f0002f113bc,RBR,Big - Curitiba - Santa Felicidade,6,15,6,0.4,1.0,15,5.0,4,1.0,1
5dd2069974a47b0002be8698,2019-11-20,5d1b4c5886c7bb0002d46563,JAYFEX CONSULTING,Distribuidora Leonel - CIC,0,0,0,0.0,0.0,12,4.0,2,2.0,1
5dd20720f1ca4700028e4ae8,2019-11-21,5d1b4c5886c7bb0002d46563,VINHOS TERRAUSTRAL,Condor - Araucária - BR,10,18,11,0.43,0.78,23,17.0,4,2.0,1
5dd2073ff1ca4700028e4b0e,2019-11-21,5d2b478afee3f400023e27af,NOVA ALIANÇA,Condor -  Paranaguá - Raia,0,0,0,0.0,0.0,13,22.0,8,2.0,1
5dd20763f1ca4700028e4b52,2019-11-21,5d705860e78ae40002821a3e,RBR,Big - Curitiba - Santa Felicidade,0,3,0,0.0,0.2,15,235.0,6,2.0,1
5dd2078a74a47b0002be8705,2019-11-21,5daa32561f47c700024aa1f6,LOHN BIER,Mercadorama - Curitiba - Rebouças,1,6,2,0.08,0.5,12,96.0,8,5.0,0
5dd207f9f1ca4700028e4bd2,2019-11-22,5da71b107fb7170002ad6e33,LIZER DISTRIBUIDORA,Druziki Supermercados - Matriz,8,22,10,0.32,0.88,25,57.0,8,2.0,1
5dd2082974a47b0002be870f,2019-11-22,5d5de453c11dd200025aa40b,TRINDADE MASSAS (CÂMARA FRIA),TokSuper - Capão da Imbuia,2,5,3,0.15,0.38,13,51.0,10,4.0,0
5dd2085074a47b0002be8754,2019-11-22,5d4f4c5918d17300029d4c85,RBR,Big - Curitiba - Av. Paraná,11,13,13,0.73,0.87,15,87.0,2,2.0,1
5dd2085cf1ca4700028e4c22,2019-11-22,5db4db0e58b2540002dc6791,RBR,Big - Curitiba - Portão,14,15,15,0.93,1.0,15,33.0,4,2.0,1
5dd20860f1ca4700028e4c27,2019-11-22,5d705860e78ae40002821a3e,RBR,Big - Curitiba - Santa Felicidade,4,7,3,0.27,0.47,15,,10,1.0,1
5dd2087c74a47b0002be876d,2019-11-22,5d1fa4239445ca0002ad77d8,MR. CRUMS,Big - Curitiba - Xaxim,6,13,6,0.29,0.62,21,26.0,4,5.0,0
5dd20895f1ca4700028e4c83,2019-11-22,5d16487bb67b2200027fd0b0,MR. CRUMS,Big - Curitiba - Torres,10,15,10,0.48,0.71,21,25.0,4,5.0,0
5dd208ca74a47b0002be8815,2019-11-22,5d16487bb67b2200027fd0b0,MOINHO DO NORDESTE,Condor - Curitiba - Pinheirinho,0,2,0,0.0,0.67,3,6.0,4,5.0,0
5dd208d274a47b0002be8844,2019-11-22,5d137415548651000251a699,MOINHO DO NORDESTE,Condor - Ponta Grossa - Jd. Carvalho,0,0,0,0.0,0.0,3,12.0,8,1.0,1
5dd208d674a47b0002be884e,2019-11-22,5dc1da1d25f9b30002e49721,MOINHO DO NORDESTE,Condor - Ponta Grossa - Oficinas,0,0,0,0.0,0.0,3,15.0,4,2.0,1
5dd208e574a47b0002be8879,2019-11-22,5cbf7e97c988da0039803bfb,MOINHO DO NORDESTE,Condor - Curitiba - Santa Quitéria,0,0,0,0.0,0.0,3,42.0,6,3.0,0
5dd208ee74a47b0002be8890,2019-11-22,5cf2d2b730c6300002c4c1a0,MOINHO DO NORDESTE,Condor - São José dos Pinhais - Centro,0,0,0,0.0,0.0,3,21.0,10,5.0,0
5dd208fa74a47b0002be88d3,2019-11-22,5d1eb0ac05834f0002a6f85f,MOINHO DO NORDESTE,Condor - Curitiba - Brasília,1,1,1,0.33,0.33,3,17.0,8,5.0,0
5dd2090374a47b0002be8919,2019-11-22,5dcca9cec9e7620002bd2c97,MOINHO DO NORDESTE,Condor -  Apucarana,0,0,0,0.0,0.0,3,22.0,8,3.0,0
5dd2090674a47b0002be8929,2019-11-22,5ce92798b9a0660034752df0,MOINHO DO NORDESTE,Condor - Araucária - BR,0,0,0,0.0,0.0,3,8.0,4,2.0,1
5dd2097ff1ca4700028e4cf4,2019-11-23,5d582abaec3abb0002e5f679,NOVA ALIANÇA,Super Muffato - Ponta Grossa - Nova Rússia,5,5,5,0.42,0.42,12,4.0,2,2.0,1
5dd2098274a47b0002be89ee,2019-11-23,5d582abaec3abb0002e5f679,NOVA ALIANÇA,Super Muffato - Ponta Grossa - Oficinas,6,6,7,0.5,0.5,12,17.0,2,2.0,1
5dd2098574a47b0002be89f3,2019-11-23,5d582abaec3abb0002e5f679,NOVA ALIANÇA,Condor - Ponta Grossa - Oficinas,3,3,3,0.23,0.23,13,20.0,2,2.0,1
5dd2099b74a47b0002be8a19,2019-11-23,5d4ca3dd8584f200027201be,RBR,Big - Curitiba - Portão,4,15,4,0.27,1.0,15,31.0,14,1.0,1
5dd209bb74a47b0002be8a92,2019-11-23,5d9f89dd18bb460002151a1f,MOINHO DO NORDESTE,Condor - Curitiba - Pinheirinho,0,1,0,0.0,0.33,3,21.0,4,4.0,0
5dd209c474a47b0002be8ad3,2019-11-23,5d582abaec3abb0002e5f679,MOINHO DO NORDESTE,Condor - Ponta Grossa - Nova Rússia,0,0,0,0.0,0.0,3,15.0,4,1.0,1
5dd209c874a47b0002be8ae0,2019-11-23,5d92968fdaf6080002375e8e,MOINHO DO NORDESTE,Condor - Ponta Grossa - Uvaranas,0,2,1,0.0,0.67,3,11.0,4,2.0,1
5dd209e574a47b0002be8b2e,2019-11-23,5d1fa4239445ca0002ad77d8,MOINHO DO NORDESTE,Condor - Curitiba - Torres,0,2,0,0.0,0.67,3,16.0,4,5.0,0
5dd2c2876496840002331ee7,2019-11-19,5db75e9d97eeab0002d66065,PREMISSE,Max Atacadista - Pinhais - Centro,2,3,2,0.2,0.3,10,16.0,12,4.0,0
5dd3f86e40042900558845b2,2019-11-19,5d16487bb67b2200027fd0b0,MR. CRUMS,Big - Curitiba - Boa Vista,5,10,5,0.24,0.48,21,5.0,4,5.0,0
5dd4bd6f5c11a00002447d04,2019-11-27,5bda49454378d99c28e4e1b6,MOINHO DO NORDESTE,Condor - Curitiba - Ahú,2,2,0,0.67,0.67,3,12.0,4,1.0,1
5dd4bd735c11a00002447d27,2019-11-27,5ce897b9b9a066003474ac32,MOINHO DO NORDESTE,Condor -  Paranaguá - Raia,1,1,1,0.33,0.33,3,1.0,4,5.0,0
5dd4bd765c11a00002447d36,2019-11-27,5db75e9d97eeab0002d66065,MOINHO DO NORDESTE,Condor - Curitiba - João Bettega,0,0,0,0.0,0.0,3,164.0,6,1.0,1
5dd4bd788972600002d54676,2019-11-27,5dc408b19ea40000027abb30,RBR,Big - Curitiba - Arthur Bernardes,14,15,14,0.93,1.0,15,9.0,2,1.0,1
5dd4bd795c11a00002447d4f,2019-11-27,5bda49454378d99c28e4e1b6,RBR,Walmart - Curitiba - Juvevê,14,15,15,0.93,1.0,15,57.0,4,2.0,1
5dd4bd7e8972600002d546ad,2019-11-27,5d1eb0ac05834f0002a6f85f,MOINHO DO NORDESTE,Condor - Curitiba - Brasília,0,1,0,0.0,0.33,3,16.0,6,5.0,0
5dd4be635c11a00002447db2,2019-11-24,5dcd1e4497f3a60002d3bcff,TRINDADE MASSAS (CÂMARA FRIA),Max Atacadista - Pinhais - Centro,0,2,0,0.0,0.33,6,65.0,10,4.0,0
5dd4be655c11a00002447dbc,2019-11-24,5d20c23485279b0002d09285,TRINDADE MASSAS (CÂMARA FRIA),Max Atacadista - São José dos Pinhais - Afonso Pena,0,3,0,0.0,0.5,6,25.0,8,5.0,0
5dd4bed1a126ac0002d03d2c,2019-11-25,5d8bb4e5d056200002225904,JAYFEX CONSULTING,Super Boni - Bacacheri,9,9,9,0.75,0.75,12,11.0,4,2.5,0
5dd4bed3d7d2ab000204ecd1,2019-11-25,5da5f89c3778a80002097293,LOHN BIER,Big - Curitiba - Arthur Bernardes,3,12,3,0.25,1.0,12,34.0,14,5.0,0
5dd4bed5d7d2ab000204ece5,2019-11-25,5db81a7a6de2b700021d98c5,MOINHO DO NORDESTE,Condor - Colombo - Maracanã,0,1,0,0.0,0.33,3,16.0,4,5.0,0
5dd4bedbd7d2ab000204ed17,2019-11-25,5d2b478afee3f400023e27af,MOINHO DO NORDESTE,Condor -  Paranaguá - Centro,1,1,1,0.33,0.33,3,29.0,4,5.0,0
5dd4bedcd7d2ab000204ed2b,2019-11-25,5d7d3fca6049be00028026a5,MOINHO DO NORDESTE,Condor - Curitiba - Umbará,0,0,0,0.0,0.0,3,33.0,8,5.0,0
5dd4bee0a126ac0002d03da9,2019-11-25,5da86820f83c3300028dd090,MOINHO DO NORDESTE,Condor - São José dos Pinhais - Centro,0,2,0,0.0,0.67,3,22.0,6,5.0,0
5dd4bee8a126ac0002d03ddb,2019-11-25,5ce92798b9a0660034752df0,MOINHO DO NORDESTE,Condor - Curitiba - Santa Felicidade,1,1,1,0.33,0.33,3,7.0,4,3.0,0
5dd4beeea126ac0002d03dea,2019-11-25,5cdb523eb3429500346a8bcc,MR. CRUMS,Mercadorama - Curitiba - Rebouças,4,21,4,0.19,1.0,21,34.0,6,5.0,0
5dd4bf105c11a00002447df3,2019-11-26,5d408d8458eaca000236cc3e,VINHOS TERRAUSTRAL,Condor - Curitiba - Champagnat,20,20,20,0.87,0.87,23,66.0,6,5.0,0
5dd4bf115c11a00002447df8,2019-11-26,5d669adf3a6c7e0002b841f0,VINHOS TERRAUSTRAL,Condor -  Londrina,0,20,0,0.0,0.87,23,10.0,6,4.0,0
5dd4bf125c11a00002447dfd,2019-11-26,5da9244397fc8600020d7556,MOINHO DO NORDESTE,Condor - Curitiba - Cristo Rei,0,1,1,0.0,0.33,3,22.0,6,4.0,0
